product,type,inches,ram,os,weight,price,screen,screenw,screenh,touchscreen,ipspanel,retina,cpu_brand,cpu_freq,cpu_model,primary_storage,secondary_storage,primary_storage_type,secondary_storage_type,gpu_brand,gpu_model,total_storage_gb,storage_type,cpu_generation,price_segment
Aspire ES1-523,Notebook,15.6,4,Windows 10,2.4,387,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,500,0,HDD,No,AMD,Radeon R5,0,HDD,7th Gen,Low
Inspiron 3552,Notebook,15.6,4,Linux,2.2,393,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3700,500,0,HDD,No,Intel,HD Graphics,0,HDD,3th Gen,Low
250 G6,Notebook,15.6,4,No OS,1.86,346,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
Rog GL702VM-GC354T,Gaming,17.3,8,Windows 10,2.7,1599,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Inspiron 5370,Ultrabook,13.3,4,Windows 10,1.4,818,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,0,SSD,8th Gen,Mid
Elitebook 820,Netbook,12.5,4,Windows 7,2.4,1599,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Aspire F5-573G,Notebook,15.6,8,Windows 10,2.4,799,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,1024,SSD,HDD,Nvidia,GeForce GTX 950M,0,Mixed,7th Gen,Mid
Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,639,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,0,HDD,7th Gen,Mid
GS70 Stealth,Gaming,17.3,8,Windows 10,2.6,1599,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,GeForce GTX 965M,0,SSD,6th Gen,Premium
250 G5,Notebook,15.6,4,Windows 10,1.96,500,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405,0,HDD,3th Gen,Low
G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,4.3,2299,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,0,Mixed,6th Gen,Premium
Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1135,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,High
Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1167,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Chromebook 15,Notebook,15.6,4,Chrome OS,2.2,209,Standard,1366,768,No,No,No,Intel,1.5,Celeron Dual Core 3205U,16,0,SSD,No,Intel,HD Graphics,0,SSD,3th Gen,Low
ZBook 17,Workstation,17.3,8,Windows 7,3,2899,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,AMD,FirePro W6150M,0,HDD,6th Gen,Premium
Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1199,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,0,SSD,7th Gen,High
Latitude E5270,Ultrabook,12.5,8,Windows 7,1.5,1413,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
GE72 Apache,Gaming,17.3,8,Windows 10,2.9,1511,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,0,Mixed,6th Gen,Premium
Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,2.1,867,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,398,Full HD,1920,1080,No,No,No,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,0,HDD,9th Gen,Low
Rog GL552VW-CN470T,Gaming,15.6,16,Windows 10,2.59,1339,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,0,Mixed,6th Gen,High
EliteBook 1030,Notebook,13.3,8,Windows 10,1.16,1699,Quad HD+,3200,1800,Yes,No,No,Intel,1.1,Core M 6Y54,256,0,SSD,No,Intel,HD Graphics 515,0,SSD,Unknown,Premium
Vostro 3559,Notebook,15.6,4,Windows 7,2.24,769,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,AMD,Radeon R5 M315,0,HDD,6th Gen,Mid
V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,2.1,429,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
Spectre Pro,Ultrabook,13.3,8,Windows 10,1.16,1969,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Yoga Book,2 in 1 Convertible,10.1,4,Android,0.69,549,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,8th Gen,Low
XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1379,Full HD,1920,1080,No,No,No,Intel,2.4,Core i7 7560U,256,0,SSD,No,Intel,Iris Plus Graphics 640,0,SSD,7th Gen,High
IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2750,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,0,SSD,6th Gen,Premium
Blade Stealth,Ultrabook,12.5,8,Windows 10,1.25,1029,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Portege X30-D-10K,Ultrabook,13.3,16,Windows 10,1.05,2226,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Rog GL752VW-T4308T,Gaming,17.3,8,Windows 10,3.52,1312,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,0,Mixed,6th Gen,High
V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,4,Windows 10,1.35,196,Full HD,1920,1080,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,8th Gen,Low
Spectre Pro,Notebook,13.3,8,Windows 10,1.16,1690,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
EliteBook 1040,Notebook,14,8,Windows 7,1.43,1513,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Latitude E5570,Notebook,15.6,4,Linux,2.09,524,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
VivoBook Max,Notebook,15.6,4,Windows 10,2,435,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
ThinkPad Yoga,2 in 1 Convertible,14,8,Windows 10,1.8,1669,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Yoga Book,2 in 1 Convertible,10.1,4,Windows 10,0.69,479,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,8th Gen,Low
EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1895,Standard,1366,768,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,989,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Mid
Omen -,Gaming,17.3,8,Windows 10,3.35,1129,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,6th Gen,High
15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,629,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
ThinkPad P40,2 in 1 Convertible,14,8,Windows 7,1.8,2050,Full HD,1920,1080,Yes,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Nvidia,Quadro M500M,0,SSD,6th Gen,Premium
L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14,4,Windows 10,1.5,278,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
250 G6,Ultrabook,15.6,8,Windows 10,1.84,752,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,616,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,7th Gen,Mid
IdeaPad 500-15ISK,Notebook,15.6,16,Windows 10,2.5,1099,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,1024,0,Hybrid,No,AMD,Radeon R7 M360,0,Unknown,6th Gen,High
ZBook 17,Workstation,17.3,8,Windows 7,3,3949,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M3000M,0,SSD,6th Gen,Premium
Inspiron 5567,Notebook,15.6,8,Windows 10,2.5,784,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,0,HDD,7th Gen,Mid
GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,2399,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 6820HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M,0,Mixed,6th Gen,Premium
EliteBook 850,Ultrabook,15.6,8,Windows 7,1.88,2172,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
ThinkPad X1,2 in 1 Convertible,14,16,Windows 10,2.8,2440,Standard,2560,1440,Yes,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
GP62M 7RDX,Gaming,15.6,8,Windows 10,2.4,1143,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,1629,Full HD,1920,1080,Yes,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
ZBook 15,Workstation,15.6,8,Windows 7,2.59,2229,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M1000M,0,SSD,6th Gen,Premium
Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,1799,Standard,2560,1440,Yes,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
ZBook Studio,Workstation,15.6,8,Windows 7,2,1899,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M1000M,0,SSD,6th Gen,Premium
EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,2297,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Vostro 5568,Notebook,15.6,8,Windows 10,2.18,1010,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,7th Gen,High
EliteBook 850,Notebook,15.6,8,Windows 7,1.88,1579,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
ThinkPad X1,2 in 1 Convertible,14,8,Windows 10,1.27,2339,Standard,2560,1440,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,4,No OS,1.9,339,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,4,Windows 10,1.86,297,Standard,1366,768,No,No,No,AMD,1.8,E-Series 7110,500,0,HDD,No,AMD,Radeon R2 Graphics,0,HDD,7th Gen,Low
B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,8,No OS,2.32,599,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330,0,HDD,6th Gen,Low
Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1199,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050Ti,0,HDD,7th Gen,High
XPS 15,Notebook,15.6,8,Windows 10,2.04,2251,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.3,Core i5 6300HQ,256,0,SSD,No,Nvidia,GeForce 960M,0,SSD,6th Gen,Premium
15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,4,Windows 10,1.91,479,Full HD,1920,1080,No,No,No,AMD,2.5,A6-Series A6-9220,256,0,SSD,No,AMD,Radeon 520,0,SSD,9th Gen,Low
GP72M 7REX,Gaming,17.3,16,Windows 10,2.7,1493,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,0,Mixed,7th Gen,High
ThinkPad T460s,Ultrabook,14,12,Windows 7,1.4,2299,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,8,Windows 10,2.5,788,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,1024,0,Hybrid,No,AMD,Radeon R5 M330,0,Unknown,6th Gen,Mid
Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,2041,Standard,2560,1440,Yes,No,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
ThinkPad T460,Ultrabook,14,8,Windows 7,1.7,1499,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
GS40 Phantom,Gaming,14,16,Windows 10,1.7,1769,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M,0,Mixed,6th Gen,Premium
Pavilion 15-cb003nv,Gaming,15.6,8,Windows 10,2.62,899,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,Mid
IdeaPad 310-15ISK,Notebook,15.6,8,Windows 10,2.2,459,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
250 G4,Notebook,15.6,4,No OS,2.1,477,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1498,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,0,Mixed,7th Gen,High
ThinkPad T570,Notebook,15.6,8,Windows 10,1.95,1390,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,4,Windows 10,2.2,468,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 920MX ,0,HDD,6th Gen,Low
Stream 14-AX000nv,Notebook,14,2,Windows 10,1.44,249,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,3th Gen,Low
PL60 7RD,Gaming,15.6,8,Windows 10,2.2,839,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,Mid
250 G5,Notebook,15.6,8,Windows 10,1.96,679,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
ProBook 450,Notebook,15.6,16,Windows 10,2.1,1159,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.2,369,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3050,500,0,HDD,No,Intel,HD Graphics,0,HDD,3th Gen,Low
V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,4,No OS,2.1,398,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
IdeaPad 510-15IKB,Notebook,15.6,8,No OS,2.2,709,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,7th Gen,Mid
UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14,4,Windows 10,2,769,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,4,Windows 7,2.32,825,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,1024,0,Hybrid,No,Intel,HD Graphics 520,0,Unknown,6th Gen,Mid
IdeaPad Y700-15ISK,Gaming,15.6,16,Windows 10,3.31,1305,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,512,0,SSD,No,Nvidia,GeForce GTX 960,0,SSD,6th Gen,High
GS60 Ghost,Gaming,15.6,16,Windows 10,1.91,2153,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 970M,0,Mixed,6th Gen,Premium
ProBook 450,Notebook,15.6,4,Windows 10,2.07,650,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
ThinkPad X1,2 in 1 Convertible,14,8,Windows 10,1.36,1637,Standard,2560,1440,Yes,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
IdeaPad 310-15IKB,Ultrabook,15.6,6,Windows 10,1.54,831,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 920M,0,SSD,7th Gen,Mid
Vostro 5568,Notebook,15.6,8,Linux,1.98,895,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce GT 940MX,0,SSD,7th Gen,Mid
Aspire 3,Notebook,15.6,4,Windows 10,2.1,333,Standard,1366,768,No,No,No,Intel,2,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500,0,HDD,3th Gen,Low
Pavilion 15-BC000nv,Notebook,15.6,6,Windows 10,2.18,799,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 960M,0,HDD,6th Gen,Mid
Rog GL552VW-DM201T,Gaming,15.6,8,Windows 10,2.591,909,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 960M,0,Mixed,6th Gen,Mid
Inspiron 5578,2 in 1 Convertible,15.6,16,Windows 10,2.09,1179,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,691,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,7th Gen,Mid
XPS 13,Ultrabook,13.3,8,Linux,1.23,1099,Quad HD+,3200,1800,Yes,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Predator G9-793,Gaming,17.3,16,Windows 10,4.2,2599,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.4,819,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,Mid
Chromebook Plus,2 in 1 Convertible,12.3,4,Chrome OS,1.15,659,Standard,2400,1600,Yes,Yes,No,Samsung,2,Cortex A72&A53,32,0,Flash Storage,No,ARM,Mali T860 MP4,0,Unknown,Unknown,Mid
250 G6,Notebook,15.6,4,Windows 10,1.86,485,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
"MacBook 12""",Ultrabook,12,8,Mac OS X,0.92,1163,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 5300,0,Unknown,Unknown,High
Inspiron 7378,2 in 1 Convertible,13.3,8,Windows 10,1.6,1199,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Pavilion Power,Notebook,15.6,12,Windows 10,2.21,1327,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,No OS,1.9,368,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,0,HDD,6th Gen,Low
Rog G752VY-GC229T,Gaming,17.3,16,Windows 10,4.3,2150,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 980M,0,Mixed,6th Gen,Premium
Aspire 3,Notebook,15.6,4,Linux,2.1,272,Standard,1366,768,No,No,No,Intel,2,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,0,HDD,3th Gen,Low
GS73VR 7RF,Gaming,17.3,16,Windows 10,2.43,2049,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Inspiron 5567,Notebook,15.6,4,Windows 10,2.3,499,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,AMD,Radeon R7 M440,0,SSD,6th Gen,Low
IdeaPad 310-15ISK,Notebook,15.6,8,No OS,2.2,629,Standard,1366,768,No,No,No,Intel,2.5,Core i7 6500U,500,0,HDD,No,Nvidia,GeForce 920MX,0,HDD,6th Gen,Mid
Inspiron 5579,2 in 1 Convertible,15.6,16,Windows 10,2,1285,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
XPS 13,Ultrabook,13.3,16,Windows 10,1.2,2680,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,8,Windows 10,2.2,1169,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,0,HDD,6th Gen,High
Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,889,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R7 M445,0,SSD,7th Gen,Mid
15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,8,Windows 10,1.91,579,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Low
IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,299,Standard,1366,768,No,No,No,AMD,2.2,E-Series 9000,500,0,HDD,No,AMD,Radeon R2 Graphics,0,HDD,9th Gen,Low
Aspire E5-774G,Notebook,17.3,8,Windows 10,3.3,629,Standard,1600,900,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,6th Gen,Mid
Rog Strix,Gaming,15.6,16,Windows 10,2.2,2449,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
"MacBook 12""",Ultrabook,12,8,Mac OS X,0.92,1279,Standard,2304,1440,No,Yes,Yes,Intel,1.2,Core M,512,0,Flash Storage,No,Intel,HD Graphics 515,0,Unknown,Unknown,High
FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,16,Windows 10,2.2,1749,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
